Date,Price,Open,High,Low,Vol.,Change %
5/30/2022,31726.30,"29,476.00","32,191.00","29,310.60",7.93K,7.63%
5/29/2022,29476.00,"29,037.00","29,586.00","28,851.00",2.57K,1.51%
5/28/2022,29037.00,"28,609.00","29,259.00","28,528.30",1.65K,1.50%
5/27/2022,28609.00,"29,213.00","29,377.80","28,267.10",4.37K,-2.07%
5/26/2022,29213.00,"29,524.00","29,859.20","28,005.00",5.54K,-1.05%
5/25/2022,29524.00,"29,647.00","30,218.00","29,345.00",2.15K,-0.41%
5/24/2022,29647.00,"29,091.00","29,822.00","28,690.00",2.91K,1.91%
5/23/2022,29091.00,"30,283.00","30,666.00","28,868.00",2.79K,-3.94%
5/22/2022,30283.00,"29,439.00","30,466.00","29,253.00",2.68K,2.87%
5/21/2022,29439.00,"29,202.00","29,652.00","28,963.00",1.28K,0.81%
5/20/2022,29202.00,"30,329.00","30,764.00","28,713.00",3.94K,-3.72%
5/19/2022,30329.00,"28,680.00","30,542.00","28,673.00",4.49K,5.75%
5/18/2022,28680.00,"30,442.00","30,702.00","28,634.00",3.94K,-5.79%
5/17/2022,30442.00,"29,854.00","30,766.00","29,445.90",3.07K,1.97%
5/16/2022,29854.00,"31,318.00","31,324.10","29,083.00",4.52K,-4.68%
5/15/2022,31319.00,"30,104.00","31,416.00","29,483.00",2.74K,4.04%
5/14/2022,30104.00,"29,306.00","30,346.00","28,674.00",4.13K,2.72%
5/13/2022,29306.00,"29,089.50","31,068.00","28,831.00",8.72K,0.74%
5/12/2022,29089.50,"29,095.00","30,224.00","26,600.00",34.25K,-0.02%
5/11/2022,29095.00,"31,061.00","32,181.00","27,902.00",28.73K,-6.30%
5/10/2022,31050.00,"30,158.00","32,681.00","29,845.00",14.17K,2.96%
5/9/2022,30158.00,"34,064.00","34,259.00","30,114.00",21.24K,-11.52%
5/8/2022,34084.00,"35,506.00","35,540.00","33,779.00",6.58K,-4.01%
5/7/2022,35508.00,"36,040.00","36,163.00","34,879.00",3.78K,-1.48%
5/6/2022,36040.00,"36,577.00","36,684.00","35,315.00",7.60K,-1.47%
5/5/2022,36577.00,"39,701.20","39,843.00","36,209.00",9.74K,-7.87%
5/4/2022,39701.20,"37,751.00","39,996.00","37,695.00",5.26K,5.17%
5/3/2022,37751.00,"38,520.00","38,673.50","37,555.00",3.62K,-2.00%
5/2/2022,38520.00,"38,496.10","39,184.00","38,090.70",3.59K,0.06%
5/1/2022,38496.10,"37,662.00","38,689.00","37,426.00",3.06K,2.21%
4/30/2022,37662.00,"38,600.00","38,791.60","37,633.00",2.91K,-2.43%
4/29/2022,38600.00,"39,757.80","39,927.20","38,200.70",3.19K,-2.91%
4/28/2022,39757.80,"39,263.00","40,364.00","38,922.00",4.65K,1.26%
4/27/2022,39263.00,"38,139.00","39,478.00","37,901.00",4.20K,2.95%
4/26/2022,38139.00,"40,456.00","40,800.30","37,762.00",4.73K,-5.73%
4/25/2022,40456.00,"39,486.00","40,588.00","38,200.00",6.01K,2.46%
4/24/2022,39486.00,"39,444.00","39,949.00","38,963.00",2.19K,0.10%
4/23/2022,39446.70,"39,726.00","40,008.00","39,312.00",1.92K,-0.70%
4/22/2022,39724.00,"40,502.00","40,799.00","39,195.00",4.13K,-1.92%
4/21/2022,40502.00,"41,365.00","42,977.00","39,807.00",4.56K,-2.09%
4/20/2022,41366.40,"41,516.80","42,195.40","40,905.00",3.73K,-0.36%
4/19/2022,41516.80,"40,821.00","41,743.00","40,601.00",2.40K,1.70%
4/18/2022,40821.00,"39,707.60","41,123.20","38,557.00",4.99K,2.80%
4/17/2022,39707.60,"40,408.70","40,611.00","39,567.00",1.66K,-1.74%
4/16/2022,40408.70,"40,587.00","40,717.00","40,033.10",1.49K,-0.44%
4/15/2022,40587.00,"39,948.00","40,807.00","39,792.00",2.21K,1.60%
4/14/2022,39948.00,"41,155.00","41,510.30","39,604.00",3.17K,-2.93%
4/13/2022,41155.00,"40,088.00","41,540.00","39,607.00",4.57K,2.66%
4/12/2022,40087.00,"39,565.00","40,649.00","39,300.00",4.11K,1.32%
4/11/2022,39565.00,"42,181.00","42,437.00","39,274.00",6.70K,-6.20%
4/10/2022,42181.00,"42,780.00","43,460.00","41,933.00",3.03K,-1.40%
4/9/2022,42780.00,"42,277.00","42,824.00","42,137.00",1.92K,1.19%
4/8/2022,42277.00,"43,458.00","43,984.00","42,137.30",4.35K,-2.72%
4/7/2022,43458.00,"43,195.90","43,899.00","42,804.00",2.40K,0.60%
4/6/2022,43199.00,"45,481.00","45,515.10","43,162.00",5.84K,-5.02%
4/5/2022,45481.00,"46,611.10","47,173.00","45,376.00",2.59K,-2.42%
4/4/2022,46611.10,"46,383.00","46,900.00","45,128.00",3.45K,0.49%
4/3/2022,46383.00,"45,825.00","47,414.00","45,570.00",3.01K,1.22%
4/2/2022,45825.00,"46,301.00","47,216.00","45,640.00",2.27K,-1.03%
4/1/2022,46301.00,"45,535.00","46,717.00","44,245.90",3.96K,1.68%
3/31/2022,45535.00,"47,035.00","47,665.00","45,224.40",4.66K,-3.19%
3/30/2022,47035.00,"47,424.00","47,675.00","46,602.00",4.30K,-0.82%
3/29/2022,47424.00,"47,105.00","48,099.00","46,964.00",3.38K,0.68%
3/28/2022,47105.00,"46,836.00","48,159.00","46,666.00",6.38K,0.57%
3/27/2022,46836.00,"44,536.40","46,862.00","44,440.00",5.65K,5.16%
3/26/2022,44536.40,"44,337.00","44,785.00","44,112.70",1.31K,0.45%
3/25/2022,44337.00,"44,003.00","45,082.00","43,607.00",4.36K,0.76%
3/24/2022,44003.00,"42,885.00","44,221.00","42,670.00",3.78K,2.61%
3/23/2022,42882.00,"42,370.00","42,995.00","41,772.00",2.75K,1.21%
3/22/2022,42370.00,"41,011.00","43,319.00","40,886.00",5.00K,3.26%
3/21/2022,41031.00,"41,264.00","41,535.00","40,544.00",2.62K,-0.53%
3/20/2022,41249.00,"42,213.00","42,292.00","40,933.00",1.81K,-2.29%
3/19/2022,42214.00,"41,774.00","42,373.00","41,491.00",2.14K,1.05%
3/18/2022,41774.00,"40,942.60","42,333.00","40,236.00",3.77K,2.03%
3/17/2022,40942.60,"41,148.00","41,451.00","40,553.00",2.29K,-0.50%
3/16/2022,41148.00,"39,316.60","41,728.00","38,974.00",8.54K,4.66%
3/15/2022,39317.00,"39,717.90","39,886.90","38,212.00",5.30K,-1.01%
3/14/2022,39717.00,"37,777.10","39,977.00","37,570.00",8.05K,5.14%
3/13/2022,37777.10,"38,816.30","39,314.00","37,592.00",3.42K,-2.68%
3/12/2022,38816.30,"38,737.00","39,397.00","38,679.00",1.81K,0.20%
3/11/2022,38737.00,"39,458.50","40,228.00","38,236.40",9.57K,-1.83%
3/10/2022,39458.50,"41,964.00","42,069.00","38,646.00",6.67K,-5.97%
3/9/2022,41962.30,"38,757.00","42,593.00","38,692.50",5.96K,8.27%
3/8/2022,38757.00,"38,039.00","39,385.10","37,906.00",5.51K,1.89%
3/7/2022,38039.00,"38,437.00","39,559.00","37,198.00",6.78K,-1.04%
3/6/2022,38437.00,"39,408.00","39,715.00","38,151.00",3.37K,-2.46%
3/5/2022,39408.00,"39,171.00","39,628.00","38,680.00",2.19K,0.61%
3/4/2022,39171.00,"42,489.00","42,559.00","38,621.00",6.38K,-7.81%
3/3/2022,42490.00,"43,952.00","44,103.00","41,862.00",3.89K,-3.33%
3/2/2022,43952.00,"44,442.00","45,326.00","43,386.00",5.57K,-1.10%
3/1/2022,44442.00,"43,202.00","44,939.00","42,878.00",6.34K,2.87%
2/28/2022,43202.00,"37,734.00","44,198.00","37,502.00",8.45K,14.49%
2/27/2022,37734.00,"39,137.10","39,888.00","37,067.10",5.48K,-3.56%
2/26/2022,39125.00,"39,243.00","40,274.00","38,633.00",3.59K,-0.30%
2/25/2022,39243.00,"38,380.00","39,717.00","38,071.10",6.43K,2.25%
2/24/2022,38380.00,"37,292.00","39,716.00","34,435.00",17.88K,2.92%
2/23/2022,37292.00,"38,299.00","39,270.00","37,142.00",5.81K,-2.63%
2/22/2022,38299.00,"37,060.90","38,475.00","36,404.00",6.20K,3.36%
2/21/2022,37054.00,"38,420.00","39,531.00","36,829.00",8.51K,-3.56%
2/20/2022,38420.00,"40,128.00","40,164.10","38,071.00",3.53K,-4.29%
2/19/2022,40141.00,"40,037.00","40,478.00","39,683.00",1.46K,0.26%
2/18/2022,40037.00,"40,559.00","40,983.00","39,571.00",4.68K,-1.28%
2/17/2022,40556.00,"43,885.00","44,187.60","40,126.80",6.75K,-7.59%
2/16/2022,43885.00,"44,559.90","44,584.00","43,382.00",3.27K,-1.51%
2/15/2022,44559.90,"42,559.90","44,762.00","42,467.00",4.11K,4.70%
2/14/2022,42559.90,"42,091.00","42,852.00","41,608.00",4.78K,1.11%
2/13/2022,42091.00,"42,239.10","42,760.00","41,920.00",1.95K,-0.35%
2/12/2022,42239.10,"42,418.00","43,028.00","41,810.00",2.66K,-0.42%
2/11/2022,42418.00,"43,545.00","43,965.00","42,053.00",5.61K,-2.59%
2/10/2022,43545.00,"44,432.00","45,851.00","43,255.00",7.33K,-2.00%
2/9/2022,44432.00,"44,060.50","44,839.60","43,160.00",3.71K,0.84%
2/8/2022,44060.50,"43,865.00","45,400.00","42,713.00",7.62K,0.45%
2/7/2022,43865.00,"42,416.00","44,500.00","41,715.00",5.52K,3.40%
2/6/2022,42423.00,"41,454.00","42,730.00","41,171.00",2.36K,2.34%
2/5/2022,41454.00,"41,562.70","41,928.00","40,979.80",2.60K,-0.26%
2/4/2022,41562.70,"37,331.00","41,734.00","37,070.00",8.27K,11.34%
2/3/2022,37331.00,"36,925.00","37,395.00","36,282.00",5.03K,1.10%
2/2/2022,36925.00,"38,733.00","38,877.00","36,660.00",4.19K,-4.67%
2/1/2022,38733.00,"38,495.00","39,350.00","38,039.00",4.29K,0.54%
1/31/2022,38526.00,"37,914.40","38,772.10","36,683.00",4.77K,1.55%
1/30/2022,37939.00,"38,179.90","38,349.00","37,398.00",2.05K,-0.68%
1/29/2022,38197.00,"37,759.80","38,696.00","37,347.70",3.55K,1.16%
1/28/2022,37759.80,"37,217.00","38,041.00","36,197.00",4.58K,1.46%
1/27/2022,37217.00,"36,830.80","37,248.00","35,571.00",6.94K,1.05%
1/26/2022,36830.80,"36,986.00","38,901.00","36,301.00",10.65K,-0.44%
1/25/2022,36994.00,"36,702.00","37,545.00","35,759.00",8.86K,0.80%
1/24/2022,36702.00,"36,308.00","37,460.00","32,981.00",23.10K,1.09%
1/23/2022,36308.00,"35,103.00","36,550.00","34,687.30",8.72K,3.43%
1/22/2022,35103.00,"36,467.00","36,816.00","34,079.00",17.58K,-3.83%
1/21/2022,36501.00,"40,740.00","41,132.00","35,524.00",16.22K,-10.41%
1/20/2022,40740.00,"41,676.00","43,540.60","40,572.00",5.11K,-2.25%
1/19/2022,41676.00,"42,390.00","42,581.20","41,180.00",6.45K,-1.68%
1/18/2022,42390.00,"42,223.00","42,682.00","41,304.00",4.34K,0.35%
1/17/2022,42242.00,"43,084.00","43,191.00","41,568.00",2.92K,-1.95%
1/16/2022,43084.00,"43,069.00","43,487.00","42,611.80",1.58K,0.03%
1/15/2022,43069.00,"43,091.00","43,806.00","42,600.00",3.20K,-0.05%
1/14/2022,43091.00,"42,562.00","43,463.00","41,839.00",4.31K,1.24%
1/13/2022,42562.00,"43,909.00","44,426.70","42,334.00",3.74K,-3.07%
1/12/2022,43909.00,"42,743.00","44,305.00","42,475.00",3.77K,2.73%
1/11/2022,42743.00,"41,839.00","43,113.00","41,287.00",4.79K,2.16%
1/10/2022,41839.00,"41,850.00","42,270.00","39,677.00",9.55K,-0.03%
1/9/2022,41850.00,"41,679.00","42,790.00","41,275.00",3.72K,0.41%
1/8/2022,41679.00,"41,518.00","42,319.00","40,570.00",4.15K,0.39%
1/7/2022,41518.00,"43,111.00","43,132.00","40,755.00",7.40K,-3.70%
1/6/2022,43111.00,"43,418.00","43,777.00","42,487.00",3.41K,-0.71%
1/5/2022,43418.00,"45,830.00","47,056.70","42,519.00",6.93K,-5.26%
1/4/2022,45830.00,"46,445.00","47,546.00","45,583.00",3.79K,-1.32%
1/3/2022,46445.00,"47,314.00","47,578.00","45,701.00",2.58K,-1.84%
1/2/2022,47314.00,"47,755.00","47,980.00","46,698.00",1.84K,-0.92%
1/1/2022,47755.00,"46,218.00","47,954.00","46,215.00",2.18K,3.33%
12/31/2021,46218.00,"47,156.00","48,589.00","45,697.00",4.25K,-1.99%
12/30/2021,47156.00,"46,465.00","47,911.00","45,996.00",3.20K,1.49%
12/29/2021,46465.00,"47,554.00","48,166.00","46,129.00",4.12K,-2.29%
12/28/2021,47554.00,"50,684.00","50,710.00","47,339.00",5.43K,-6.18%
12/27/2021,50684.00,"50,797.00","52,027.00","50,483.00",3.52K,-0.22%
12/26/2021,50797.00,"50,435.20","51,281.00","49,473.00",2.90K,0.71%
12/25/2021,50437.00,"50,815.00","51,169.00","50,209.00",1.99K,-0.74%
12/24/2021,50815.00,"50,833.00","51,834.00","50,439.00",2.60K,0.01%
12/23/2021,50812.00,"48,626.00","51,376.00","48,078.00",4.43K,4.50%
12/22/2021,48626.00,"48,923.00","49,575.10","48,459.80",3.14K,-0.61%
12/21/2021,48923.00,"46,898.00","49,352.00","46,683.00",4.71K,4.32%
12/20/2021,46898.00,"46,716.50","47,541.00","45,606.00",5.65K,0.39%
12/19/2021,46716.50,"46,879.00","48,283.00","46,474.90",5.24K,-0.35%
12/18/2021,46879.00,"46,193.00","47,364.00","45,543.50",3.74K,1.49%
12/17/2021,46193.00,"47,675.00","48,028.80","45,539.00",5.86K,-3.11%
12/16/2021,47675.00,"48,901.00","49,462.10","47,561.00",3.53K,-2.51%
12/15/2021,48901.00,"48,408.00","49,520.00","46,602.00",7.04K,1.02%
12/14/2021,48408.00,"46,777.00","48,656.00","46,356.20",5.48K,3.49%
12/13/2021,46777.00,"50,123.00","50,222.70","45,790.00",8.71K,-6.68%
12/12/2021,50123.00,"49,363.10","50,800.00","48,692.00",3.87K,1.54%
12/11/2021,49363.10,"47,170.00","49,510.00","46,897.00",5.29K,4.65%
12/10/2021,47170.00,"47,611.00","50,105.00","47,060.00",8.17K,-0.93%
12/9/2021,47611.00,"50,503.40","50,824.00","47,408.00",5.28K,-5.73%
12/8/2021,50503.40,"50,634.00","51,239.00","48,760.00",4.03K,-0.26%
12/7/2021,50634.00,"50,566.60","51,969.00","50,102.00",3.91K,0.13%
12/6/2021,50566.60,"49,469.00","50,974.00","47,295.00",8.05K,2.22%
12/5/2021,49469.00,"49,272.00","49,752.00","47,860.00",4.78K,0.40%
12/4/2021,49272.00,"53,709.00","53,879.00","42,101.00",22.58K,-8.26%
12/3/2021,53709.00,"56,517.00","57,599.00","52,062.00",10.73K,-4.97%
12/2/2021,56517.00,"57,250.00","57,389.00","55,842.00",4.41K,-1.28%
12/1/2021,57250.00,"56,938.00","59,055.00","56,505.00",5.18K,0.55%
11/30/2021,56938.00,"57,845.00","59,174.00","55,940.00",6.47K,-1.57%
11/29/2021,57845.00,"57,325.00","58,886.00","56,772.00",5.07K,0.91%
11/28/2021,57325.00,"54,836.00","57,469.00","53,482.00",4.94K,4.54%
11/27/2021,54836.00,"53,738.00","55,329.00","53,711.00",3.09K,2.04%
11/26/2021,53738.00,"58,995.00","59,229.00","53,565.00",12.19K,-8.91%
11/25/2021,58995.00,"57,209.00","59,423.40","57,070.00",3.98K,3.12%
11/24/2021,57209.00,"57,602.00","57,762.00","55,916.90",4.89K,-0.68%
11/23/2021,57602.00,"56,299.00","57,866.20","55,460.00",8.56K,2.31%
11/22/2021,56299.00,"58,790.00","59,407.00","55,714.00",8.83K,-4.24%
11/21/2021,58790.00,"59,739.00","60,047.00","58,624.00",2.44K,-1.59%
11/20/2021,59739.00,"58,130.00","59,886.00","57,494.40",3.13K,2.77%
11/19/2021,58130.00,"56,932.00","58,379.00","55,670.00",5.18K,1.96%
11/18/2021,57014.00,"60,386.10","60,945.00","56,559.00",11.54K,-5.58%
11/17/2021,60386.10,"60,124.00","60,847.00","58,427.00",6.72K,0.44%
11/16/2021,60124.00,"63,562.00","63,562.00","58,708.00",13.07K,-5.41%
11/15/2021,63562.00,"65,471.00","66,320.00","63,383.30",5.27K,-2.92%
11/14/2021,65471.00,"64,406.00","65,471.00","63,589.00",2.19K,1.65%
11/13/2021,64406.00,"64,137.00","64,968.20","63,405.00",1.87K,0.39%
11/12/2021,64156.00,"64,801.00","65,412.00","62,310.00",5.12K,-1.00%
11/11/2021,64801.00,"64,954.00","65,541.00","64,089.00",2.86K,-0.24%
11/10/2021,64954.00,"66,935.00","68,925.00","63,123.00",12.23K,-2.96%
11/9/2021,66935.00,"67,526.00","68,429.00","66,343.00",6.46K,-0.88%
11/8/2021,67526.00,"63,259.10","67,665.00","63,259.10",8.98K,6.75%
11/7/2021,63259.10,"61,495.00","63,279.00","61,400.00",3.23K,2.87%
11/6/2021,61496.00,"61,016.40","61,583.00","60,100.00",2.93K,0.79%
11/5/2021,61016.40,"61,422.80","62,598.00","60,746.30",2.26K,-0.66%
11/4/2021,61422.80,"62,904.00","63,060.20","60,733.00",2.93K,-2.35%
11/3/2021,62904.00,"63,249.00","63,556.00","60,624.00",4.76K,-0.55%
11/2/2021,63249.00,"60,927.00","64,263.40","60,661.00",5.20K,3.81%
11/1/2021,60927.00,"61,330.00","62,485.00","59,595.60",4.81K,-0.66%
10/31/2021,61330.00,"61,838.80","62,414.00","60,021.00",2.42K,-0.82%
10/30/2021,61838.80,"62,235.00","62,353.00","60,756.00",2.24K,-0.64%
10/29/2021,62235.00,"60,598.00","62,980.00","60,189.50",3.92K,2.70%
10/28/2021,60598.00,"58,453.00","62,395.00","57,612.00",8.07K,3.67%
10/27/2021,58453.00,"60,289.00","61,447.70","58,096.40",7.14K,-3.05%
10/26/2021,60290.00,"63,100.00","63,306.00","59,852.00",4.75K,-4.45%
10/25/2021,63100.00,"60,847.00","63,666.00","60,633.00",3.71K,3.70%
10/24/2021,60847.00,"61,302.00","61,471.00","59,537.00",2.88K,-0.74%
10/23/2021,61302.00,"60,708.00","61,731.00","59,762.00",2.71K,0.98%
10/22/2021,60708.00,"62,200.00","63,708.00","60,045.00",6.35K,-2.40%
10/21/2021,62200.00,"65,988.00","66,643.00","62,100.00",13.37K,-5.74%
10/20/2021,65988.00,"64,263.00","66,927.00","63,536.00",9.26K,2.73%
10/19/2021,64237.00,"62,034.00","64,418.00","61,441.10",9.15K,3.55%
10/18/2021,62034.00,"61,504.00","62,661.00","59,948.00",8.56K,0.85%
10/17/2021,61511.00,"60,867.50","61,652.00","59,073.00",5.14K,1.06%
10/16/2021,60867.50,"61,680.00","62,325.00","60,175.00",4.28K,-1.36%
10/15/2021,61709.00,"57,354.00","62,897.00","56,889.00",11.88K,7.59%
10/14/2021,57354.00,"57,381.00","58,473.00","56,880.00",4.59K,-0.05%
10/13/2021,57381.00,"55,967.00","57,758.00","54,310.00",3.09K,2.53%
10/12/2021,55967.00,"57,468.00","57,633.00","54,000.00",5.94K,-2.61%
10/11/2021,57468.00,"54,701.00","57,802.50","54,430.00",7.51K,5.06%
10/10/2021,54701.00,"54,978.00","56,414.00","54,173.00",5.84K,-0.50%
10/9/2021,54978.00,"53,925.00","55,443.70","53,711.00",2.44K,1.95%
10/8/2021,53925.00,"53,793.00","56,000.00","53,649.00",5.48K,0.25%
10/7/2021,53793.00,"55,331.00","55,339.00","53,444.00",4.95K,-2.78%
10/6/2021,55331.00,"51,508.00","55,724.00","50,448.00",10.52K,7.42%
10/5/2021,51508.00,"49,232.00","51,891.10","49,065.00",6.68K,4.58%
10/4/2021,49252.00,"48,243.00","49,503.00","46,951.00",6.19K,2.09%
10/3/2021,48243.00,"47,675.00","49,187.00","47,124.00",3.60K,1.19%
10/2/2021,47675.00,"48,151.00","48,330.00","47,459.00",2.06K,-1.00%
10/1/2021,48157.00,"43,830.00","48,454.00","43,311.00",8.32K,9.87%
9/30/2021,43830.00,"41,551.00","44,107.00","41,432.00",5.11K,5.48%
9/29/2021,41551.00,"41,064.00","42,591.00","40,811.00",4.39K,1.19%
9/28/2021,41064.00,"42,191.00","42,777.00","40,928.00",6.16K,-2.67%
9/27/2021,42191.00,"43,220.50","44,354.00","42,144.00",4.26K,-2.29%
9/26/2021,43180.00,"42,711.00","43,931.00","40,830.00",5.47K,1.10%
9/25/2021,42711.00,"42,854.00","42,977.00","41,731.00",2.96K,-0.39%
9/24/2021,42878.00,"44,882.00","45,140.00","40,779.00",11.76K,-4.47%
9/23/2021,44882.00,"43,582.60","44,986.00","43,121.00",5.29K,2.98%
9/22/2021,43582.60,"40,632.50","43,998.00","40,607.00",8.43K,7.18%
9/21/2021,40664.00,"43,002.00","43,622.30","39,678.00",14.96K,-5.44%
9/20/2021,43002.00,"47,239.00","47,323.00","42,577.00",12.63K,-8.97%
9/19/2021,47239.00,"48,309.00","48,370.00","46,837.00",2.28K,-2.21%
9/18/2021,48309.00,"47,296.00","48,794.00","47,070.00",2.05K,2.15%
9/17/2021,47292.00,"47,786.00","48,183.00","46,782.00",2.49K,-1.03%
9/16/2021,47786.00,"48,136.00","48,518.00","47,080.00",3.61K,-0.73%
9/15/2021,48136.00,"47,078.00","48,440.00","46,738.00",3.98K,2.25%
9/14/2021,47078.00,"44,960.00","47,235.00","44,726.00",3.52K,4.71%
9/13/2021,44960.00,"46,069.00","46,823.00","43,514.00",8.77K,-2.41%
9/12/2021,46069.00,"45,169.00","46,391.00","44,780.10",3.39K,1.99%
9/11/2021,45169.00,"44,852.00","45,990.00","44,750.00",2.54K,0.71%
9/10/2021,44852.00,"46,389.00","47,036.00","44,265.10",5.18K,-3.31%
9/9/2021,46389.00,"46,088.00","47,397.00","45,591.00",3.85K,0.65%
9/8/2021,46088.00,"46,778.00","47,342.40","44,509.90",7.55K,-1.48%
9/7/2021,46778.00,"52,676.00","52,888.00","43,347.00",16.70K,-11.20%
9/6/2021,52676.00,"51,762.00","52,709.00","51,062.00",4.84K,1.77%
9/5/2021,51762.00,"49,899.00","51,900.00","49,500.00",5.54K,3.73%
9/4/2021,49899.00,"50,000.00","50,529.00","49,418.00",2.37K,-0.20%
9/3/2021,50000.00,"49,291.00","51,032.00","48,362.00",7.33K,1.44%
9/2/2021,49291.00,"48,844.00","50,365.00","48,633.00",4.95K,0.92%
9/1/2021,48844.00,"47,157.00","49,102.00","46,600.00",5.71K,3.58%
8/31/2021,47157.00,"47,008.00","48,241.00","46,725.00",4.30K,0.32%
8/30/2021,47008.00,"48,800.00","48,915.70","46,904.00",4.12K,-3.67%
8/29/2021,48800.00,"48,914.00","49,650.00","47,844.00",4.05K,-0.23%
8/28/2021,48914.00,"49,076.10","49,310.00","48,400.00",2.30K,-0.33%
8/27/2021,49076.10,"46,832.00","49,159.00","46,364.90",5.80K,4.79%
8/26/2021,46832.00,"48,989.00","49,385.00","46,370.70",6.48K,-4.40%
8/25/2021,48989.00,"47,714.00","49,244.00","47,158.00",4.12K,2.67%
8/24/2021,47714.00,"49,539.00","49,857.00","47,604.00",4.77K,-3.68%
8/23/2021,49539.00,"49,264.00","50,506.30","49,055.00",5.42K,0.56%
8/22/2021,49264.00,"48,868.00","49,487.00","48,121.00",2.75K,0.81%
8/21/2021,48868.00,"49,332.00","49,784.00","48,290.00",3.92K,-0.94%
8/20/2021,49332.00,"46,765.00","49,362.00","46,660.00",6.04K,5.49%
8/19/2021,46765.00,"44,744.00","47,060.00","43,992.00",5.97K,4.52%
8/18/2021,44744.00,"44,698.00","46,007.80","44,290.00",5.82K,0.10%
8/17/2021,44698.00,"45,940.00","47,157.00","44,467.00",6.93K,-2.70%
8/16/2021,45940.00,"47,031.00","48,059.00","45,689.00",6.06K,-2.32%
8/15/2021,47031.00,"47,084.00","47,355.00","45,556.00",3.83K,-0.11%
8/14/2021,47084.00,"47,842.00","48,120.00","46,036.00",4.35K,-1.58%
8/13/2021,47842.00,"44,423.00","47,866.00","44,276.00",7.39K,7.70%
8/12/2021,44423.00,"45,546.00","46,185.00","43,789.00",5.64K,-2.47%
8/11/2021,45546.00,"45,612.00","46,725.00","45,358.00",4.32K,-0.14%
8/10/2021,45612.00,"46,291.00","46,674.00","44,644.00",6.37K,-1.47%
8/9/2021,46293.00,"43,770.00","46,432.20","42,792.00",10.72K,5.76%
8/8/2021,43770.00,"44,589.00","45,249.00","43,300.00",8.16K,-1.84%
8/7/2021,44589.00,"42,830.00","44,689.20","42,464.00",9.32K,4.11%
8/6/2021,42830.00,"40,887.00","43,294.00","39,933.00",6.46K,4.75%
8/5/2021,40887.00,"39,741.00","41,352.00","37,361.00",6.43K,2.85%
8/4/2021,39754.00,"38,219.00","39,965.00","37,564.00",3.67K,4.05%
8/3/2021,38207.00,"39,156.00","39,774.00","37,700.00",5.08K,-2.42%
8/2/2021,39156.00,"39,922.00","40,441.00","38,716.00",4.62K,-1.92%
8/1/2021,39922.00,"41,409.00","42,532.00","39,596.00",9.11K,-3.59%
7/31/2021,41409.00,"42,169.00","42,317.00","41,051.00",5.07K,-1.80%
7/30/2021,42169.00,"40,034.40","42,244.00","38,373.00",7.77K,5.31%
7/29/2021,40041.00,"40,004.00","40,623.00","39,282.00",4.07K,0.09%
7/28/2021,40004.00,"39,563.00","40,899.00","38,822.00",7.98K,1.11%
7/27/2021,39563.00,"37,296.00","39,563.00","36,436.00",6.04K,6.08%
7/26/2021,37296.00,"35,422.00","40,515.60","35,276.00",16.31K,5.34%
7/25/2021,35407.00,"34,620.00","35,430.00","33,906.00",2.78K,4.62%
7/24/2021,33845.00,"33,597.10","34,043.00","33,422.00",3.34K,0.74%
7/23/2021,33597.10,"32,320.00","33,625.30","32,020.00",3.97K,3.95%
7/22/2021,32320.00,"32,141.00","32,609.70","31,747.00",5.23K,0.56%
7/21/2021,32141.00,"29,806.10","32,804.00","29,545.00",8.25K,7.83%
7/20/2021,29806.10,"30,847.00","31,075.00","29,341.00",8.88K,-3.37%
7/19/2021,30847.00,"31,824.00","31,924.00","30,514.00",12.80K,-3.07%
7/18/2021,31824.00,"31,559.00","32,427.00","31,211.80",12.41K,0.84%
7/17/2021,31559.00,"31,427.00","31,975.00","31,224.00",13.71K,0.41%
7/16/2021,31429.00,"31,875.00","32,266.00","31,055.00",5.38K,-1.34%
7/15/2021,31857.00,"32,822.60","33,194.00","31,170.00",6.96K,-2.94%
7/14/2021,32822.60,"32,727.00","33,117.00","31,596.00",5.19K,0.29%
7/13/2021,32727.00,"33,090.00","33,333.00","32,210.00",4.02K,-1.10%
7/12/2021,33090.00,"34,239.00","34,624.00","32,616.00",8.41K,-3.36%
7/11/2021,34239.00,"33,506.00","34,584.00","33,317.00",2.15K,2.19%
7/10/2021,33506.00,"33,769.00","34,221.00","33,024.00",6.46K,-0.78%
7/9/2021,33769.00,"32,873.90","34,044.00","32,574.00",6.66K,2.72%
7/8/2021,32873.90,"33,886.00","33,939.00","32,063.00",14.29K,-2.99%
7/7/2021,33886.00,"34,256.00","35,076.00","33,826.00",3.51K,-0.74%
7/6/2021,34140.00,"33,668.00","34,858.80","33,668.00",8.81K,1.40%
7/5/2021,33668.00,"35,289.00","35,289.00","33,479.20",7.72K,-4.59%
7/4/2021,35289.00,"35,494.00","35,782.00","35,289.00",2.93K,1.53%
7/3/2021,34758.00,"33,816.00","34,762.00","33,561.60",2.89K,2.79%
7/2/2021,33816.00,"33,554.40","33,924.00","32,727.00",5.15K,0.78%
7/1/2021,33554.40,"35,043.50","35,043.50","32,821.00",5.82K,-4.25%
6/30/2021,35043.50,"35,895.90","35,981.00","34,754.00",3.45K,-2.37%
6/29/2021,35895.90,"34,484.00","36,411.00","34,316.70",5.51K,4.09%
